"","AdvertiserName","date","DateYear","DateMonth","DateDay","NomJour","EstFerie","SpecificationJour","TTC_Gazole","Impressions_BRANDING","Impressions_ROI","Clicks_BRANDING","Clicks_ROI","Budget_Depense_NON_Cappe_BRANDING","Budget_Depense_NON_Cappe_ROI","INTERNET_DISPLAY_InvestissementsEnEuros","PRESSE_InvestissementsEnEuros_QUOT_AUTO","PRESSE_InvestissementsEnEuros_NON_QUOT_AUTO","PRESSE_InvestissementsEnEuros_QUOT_NON_AUTO","PRESSE_InvestissementsEnEuros_NON_QUOT_NON_AUTO","RADIO_InvestissementsEnEuros","TV_NAT_InvestissementsEnEuros","TV_TNT_InvestissementsEnEuros","TV_InvestissementsEnEuros","TV_NAT_GRP","TV_TNT_GRP","TV_GRP","MOBILE_Volume_Achete","MOBILE_Net_Budget_LC","Investissement_Affichage","ConfigCompleted","ConfigStarted","UniqueVisitor","UtileVisitor","Nombre_inscription_S","Nombre_inscription_Non_S","Nombre_inscription"
"290","AUDI",2014-10-17,2014,10,17,"Vendredi",0,"Jour Ordinaire",1.2545,1727221,1255091,12894,5580,2997.84373826956,4154.79580763125,168606.033333333,54033,107700,0,0,26090,0,0,0,0,0,0,0,0,7316.42857142857,4057,16326,19588,14852,136,53,189
"291","AUDI",2014-10-18,2014,10,18,"Samedi",0,"Jour Ordinaire",1.2545,1737224,1234022,13996,7496,3035.62478863052,2168.28970817044,168606.033333333,2102,0,0,0,9960,0,0,0,0,0,0,0,0,7316.42857142857,3989,16733,19054,14751,66,39,105
"292","AUDI",2014-10-19,2014,10,19,"Dimanche",1,"Jour Ordinaire",1.2377,1844118,1290777,14390,7468,3245.01233742028,1309.70472075632,168606.033333333,0,0,0,0,4410,264375,8500,272875,823.177598,42.097116,865.274714,0,0,42062.7142857143,4867,20120,22786,17800,47,21,68
"293","AUDI",2014-10-20,2014,10,20,"Lundi",0,"Jour Ordinaire",1.2377,4632913,1274978,37502,10041,9638.41113867216,3529.12355656296,168606.033333333,0,0,0,0,29296,9860,34595,44455,67.744356,167.487064,235.23142,0,0,42062.7142857143,4916,20350,32901,18050,75,18,93
"294","AUDI",2014-10-21,2014,10,21,"Mardi",0,"Jour Ordinaire",1.2377,2194727,1369320,1562,6391,3004.10571880084,7953.47185211867,168606.033333333,23142,0,0,0,28435,0,19380,19380,0,68.571425,68.571425,0,0,42062.7142857143,4538,19404,21697,16839,117,18,135
"295","AUDI",2014-10-22,2014,10,22,"Mercredi",0,"Jour Ordinaire",1.2377,2249229,1214741,1511,1286,3192.02215966043,7180.12880898586,168606.033333333,50712,140200,0,41630,29958,0,22270,22270,0,74.049841,74.049841,0,0,42062.7142857143,4223,17587,19936,15673,149,18,167
"296","AUDI",2014-10-23,2014,10,23,"Jeudi",0,"Jour Ordinaire",1.2377,2327455,1257124,2745,4359,3611.75562209794,5159.09825774464,168606.033333333,1413,150400,0,0,31860,10150,0,10150,73.617821,0,73.617821,0,0,42062.7142857143,5144,19274,22685,17317,96,18,114
"297","AUDI",2014-10-24,2014,10,24,"Vendredi",0,"Jour Ordinaire",1.2377,2168947,1168305,2539,7916,3408.02840058453,9970.46344515413,168606.033333333,3160,140675,0,0,29836,70000,5850,75850,485.072102,41.852118,526.92422,0,0,42062.7142857143,4829,18732,22716,17271,199,20,219
"298","AUDI",2014-10-25,2014,10,25,"Samedi",0,"Jour Ordinaire",1.2377,2262907,1227749,3159,7125,3489.95680791763,2354.91274331591,168606.033333333,8788,0,0,0,8261,32500,5600,38100,199.058342,55.458216,254.516558,0,0,42062.7142857143,4761,19303,21380,16384,62,7,69
"299","AUDI",2014-10-26,2014,10,26,"Dimanche",1,"Jour Ordinaire",1.2367,2265743,1202639,3178,6342,3523.99645673077,1893.51845899329,168606.033333333,0,0,0,0,13402,282250,7400,289650,1322.402989,99.756353,1422.159342,0,0,20148.4285714286,6760,27939,29877,24063,47,19,66
"300","AUDI",2014-10-27,2014,10,27,"Lundi",0,"Jour Ordinaire",1.2367,2245222,1503,3143,114,3597.46803313603,4868.75384995523,168606.033333333,0,0,0,0,13776,8100,24600,32700,90.560062,180.395372,270.955434,0,0,20148.4285714286,5046,21036,23645,18526,109,16,125
"301","AUDI",2014-10-28,2014,10,28,"Mardi",0,"Jour Ordinaire",1.2367,2339989,795,5816,53,5327.63699390791,4146.3983999764,168606.033333333,5021,15372,0,0,13040,159250,29900,189150,628.89192,179.503834,808.395754,0,0,20148.4285714286,4566,19591,21542,16897,99,9,108
"302","AUDI",2014-10-29,2014,10,29,"Mercredi",0,"Jour Ordinaire",1.2367,2301889,358,8071,26,5980.80537932813,1534.5796999954,168606.033333333,46233,50630,0,0,16688,5800,10400,16200,71.897136,68.695429,140.592565,0,0,20148.4285714286,4467,18553,21252,16549,71,12,83
"303","AUDI",2014-10-30,2014,10,30,"Jeudi",0,"Jour Ordinaire",1.2367,2312829,317,7499,37,5987.54584903167,3890.16668460599,168606.033333333,1751,182800,0,0,17110,132210,6700,138910,577.273436,60.946054,638.21949,0,0,20148.4285714286,4203,17840,19921,15703,82,10,92
"304","AUDI",2014-10-31,2014,10,31,"Vendredi",0,"Jour Ordinaire",1.2367,2292787,457,7671,32,5943.87168528265,3646.22849998638,168606.033333333,3160,94820,0,0,17691,8100,17500,25600,95.904991,142.029579,237.93457,0,0,20148.4285714286,3930,16971,17869,14081,71,5,76
"305","AUDI",2014-11-01,2014,11,1,"Samedi",1,"premier Novembre",1.2367,773074,312,6727,9,3702.14031066042,1140.15619999072,45034.6333333333,5014,9085,0,0,8133,12500,8000,20500,80.710986,71.634205,152.345191,0,0,20148.4285714286,4093,17284,18189,14622,28,3,31
"306","AUDI",2014-11-02,2014,11,2,"Dimanche",1,"Jour Ordinaire",1.2425,796965,419,6866,5,3587.80504400165,0.209599987506866,45034.6333333333,0,0,0,0,13652,244630,7700,252330,1206.879609,94.175461,1301.05507,0,0,10937.2857142857,5266,21421,22038,18001,24,15,39
"307","AUDI",2014-11-03,2014,11,3,"Lundi",0,"Jour Ordinaire",1.2425,915123,194,8015,18,4883.18655864971,1140.114588456,45034.6333333333,63000,6001,0,0,19168,185600,51580,237180,772.475205,438.986773,1211.461978,0,0,10937.2857142857,4246,18342,20609,16562,56,4,60
"308","AUDI",2014-11-04,2014,11,4,"Mardi",0,"Jour Ordinaire",1.2425,860908,240,9174,10,4922.16919642142,1140.12438460833,45034.6333333333,6553,0,0,0,21907,0,39410,39410,0,353.305016,353.305016,0,0,10937.2857142857,4019,17169,19675,15698,59,5,64
"309","AUDI",2014-11-05,2014,11,5,"Mercredi",0,"Jour Ordinaire",1.2425,849954,199,10120,21,5054.74705193364,1140.51708846182,45034.6333333333,62445,74700,0,0,20878,0,38740,38740,0,346.295704,346.295704,0,0,10937.2857142857,4079,16930,19528,15408,58,10,68
"310","AUDI",2014-11-06,2014,11,6,"Jeudi",0,"Jour Ordinaire",1.2425,432518,244,2093,18,1654.28224630377,0.126724608391523,45034.6333333333,6789,123500,0,0,20887,7700,40610,48310,42.084079,416.62268,458.706759,0,0,10937.2857142857,4116,17030,19108,15317,2,1,3
"311","AUDI",2014-11-07,2014,11,7,"Vendredi",0,"Jour Ordinaire",1.2425,572570,317,5182,29,2293.25080542978,1140.16268460602,45034.6333333333,13251,107700,0,0,22500,59000,46600,105600,321.275831,386.186569,707.4624,0,0,10937.2857142857,4290,17981,19543,15726,43,3,46
"312","AUDI",2014-11-08,2014,11,8,"Samedi",0,"Jour Ordinaire",1.2425,618626,1034,5675,10,2847.38208560084,1140.51699996918,45034.6333333333,14401,0,0,0,16881,0,14800,14800,0,145.109055,145.109055,0,0,10937.2857142857,4617,19468,20373,16592,25,10,35
"313","AUDI",2014-11-09,2014,11,9,"Dimanche",1,"Jour Ordinaire",1.2462,629669,182,5432,3,2779.81467758503,0.0922999947369099,45034.6333333333,0,0,0,0,16271,153800,14900,168700,657.383137,169.278968,826.662105,0,0,25745.8571428571,6411,26036,26085,21471,24,11,35
"314","AUDI",2014-11-10,2014,11,10,"Lundi",0,"Jour Ordinaire",1.2462,721330,102,4466,7,2637.29129742952,940.055084612518,45034.6333333333,0,0,0,0,13079,0,0,0,0,0,0,0,0,25745.8571428571,5212,20933,22610,18248,47,19,66
"315","AUDI",2014-11-11,2014,11,11,"Mardi",1,"11 Novembre",1.2462,716645,108,4633,5,2758.88331568362,560.063699996799,45034.6333333333,0,0,0,0,15748,0,0,0,0,0,0,0,0,25745.8571428571,5196,21652,22520,18095,37,12,49
"316","AUDI",2014-11-12,2014,11,12,"Mercredi",0,"Jour Ordinaire",1.2462,803983,107,8055,8,4409.83710195396,960.46471923393,45034.6333333333,122496,89200,0,0,16518,0,0,0,0,0,0,3881.02127659575,887.016170212766,25745.8571428571,4277,17021,20061,15977,59,8,67
"317","AUDI",2014-11-13,2014,11,13,"Jeudi",0,"Jour Ordinaire",1.2462,837883,97,8412,7,4620.72906668286,1140.04849999711,45034.6333333333,0,203240,0,0,25138,0,0,0,0,0,0,3881.02127659575,887.016170212766,25745.8571428571,4017,15974,19142,15114,73,15,88
"318","AUDI",2014-11-14,2014,11,14,"Vendredi",0,"Jour Ordinaire",1.2462,1103196,100,10440,11,10421.9610393448,1140.05254999703,45034.6333333333,73825,21136,0,0,10640,0,0,0,0,0,0,3881.02127659575,887.016170212766,25745.8571428571,4556,18508,22382,16557,52,3,55
"319","AUDI",2014-11-15,2014,11,15,"Samedi",0,"Jour Ordinaire",1.2462,1536957,114,14732,8,10165.7704190277,1140.06140006003,45034.6333333333,3214,0,0,0,5390,0,0,0,0,0,0,3881.02127659575,887.016170212766,25745.8571428571,5393,21557,24046,18161,31,11,42
"320","AUDI",2014-11-16,2014,11,16,"Dimanche",1,"Jour Ordinaire",1.2237,18451144,91,193142,3,29100.4732167361,0.0475500289797783,45034.6333333333,0,0,0,0,5000,368250,1020,369270,1158.716802,2.55094,1161.267742,3881.02127659575,887.016170212766,21323.8571428571,6880,27767,78497,23118,26,9,35
"321","AUDI",2014-11-17,2014,11,17,"Lundi",0,"Jour Ordinaire",1.2237,694216,70,6102,7,3072.82169273959,540.042634613484,45034.6333333333,0,6001,0,0,28830,105400,24327,129727,290.307777,112.387539,402.695316,3881.02127659575,887.016170212766,21323.8571428571,5279,21103,25054,19923,57,13,70
"322","AUDI",2014-11-18,2014,11,18,"Mardi",0,"Jour Ordinaire",1.2237,722555,44,7539,7,3199.23720376169,940.026084614158,45034.6333333333,4753,0,0,0,27380,0,41667,41667,0,193.193555,193.193555,3881.02127659575,887.016170212766,21323.8571428571,4700,19632,24045,19221,59,14,73
"323","AUDI",2014-11-19,2014,11,19,"Mercredi",0,"Jour Ordinaire",1.2237,771118,58,11636,3,4343.65920252504,580.03658461377,45034.6333333333,32000,224000,0,0,34830,201250,58837,260087,505.465459,237.433061,742.89852,3881.02127659575,887.016170212766,21323.8571428571,5013,20362,27887,20810,60,18,78
"324","AUDI",2014-11-20,2014,11,20,"Jeudi",0,"Jour Ordinaire",1.2237,546948,23,9300,3,4606.6471975322,580.011699999332,45034.6333333333,1413,227300,0,0,30941,68565,25279,93844,341.998287,102.262884,444.261171,3881.02127659575,887.016170212766,21323.8571428571,4406,17936,24227,17237,55,13,68
"325","AUDI",2014-11-21,2014,11,21,"Vendredi",0,"Jour Ordinaire",1.2237,1245643,51,22164,4,14743.9583494629,580.030299998492,45034.6333333333,19155,8800,0,0,28163,0,4300,4300,0,20.685318,20.685318,3881.02127659575,887.016170212766,21323.8571428571,4666,19241,25611,17180,155,10,165
"326","AUDI",2014-11-22,2014,11,22,"Samedi",0,"Jour Ordinaire",1.2237,1814746,37,26281,5,16288.9967299405,580.026499996156,45034.6333333333,9123,0,0,0,18081,0,8290,8290,0,81.588347,81.588347,3881.02127659575,887.016170212766,21323.8571428571,5143,21067,26827,18171,19,8,27
"327","AUDI",2014-11-23,2014,11,23,"Dimanche",1,"Jour Ordinaire",1.2136,18068791,57,195397,1,36039.3209507712,0.0335846139192581,45034.6333333333,0,0,0,0,11806,367450,3200,370650,1343.543588,39.221784,1382.765372,3881.02127659575,887.016170212766,22273,6587,25904,77898,21869,20,9,29
"328","AUDI",2014-11-24,2014,11,24,"Lundi",0,"Jour Ordinaire",1.2136,761939,41,7985,16,4009.88413965072,1080.02458461434,45034.6333333333,90000,0,0,0,8840,63300,34900,98200,376.423926,282.462197,658.886123,3881.02127659575,887.016170212766,22273,5179,21784,28402,19757,141,20,161
"329","AUDI",2014-11-25,2014,11,25,"Mardi",0,"Jour Ordinaire",1.2136,797507,57,6042,4,3997.60775460039,400.030849998385,45034.6333333333,4753,89000,0,0,8170,96600,37350,133950,749.652292,235.653593,985.305885,3881.02127659575,887.016170212766,22273,5037,20571,26049,18396,114,10,124
"330","AUDI",2014-11-26,2014,11,26,"Mercredi",0,"Jour Ordinaire",1.2136,1381680,32,10781,1,5390.7232601425,0.0169999991059303,45034.6333333333,224000,151700,0,0,9910,184545,41450,225995,896.384591,357.235878,1253.620469,3881.02127659575,887.016170212766,22273,4773,19836,26322,18021,54,7,61
"331","AUDI",2014-11-27,2014,11,27,"Jeudi",0,"Jour Ordinaire",1.2136,15378554,172,131460,5,30075.9094550397,200.087899995029,45034.6333333333,171413,312487,0,0,13883,1600,34000,35600,18.209892,282.402482,300.612374,3881.02127659575,887.016170212766,22273,4708,18570,57687,16822,92,11,103
"332","AUDI",2014-11-28,2014,11,28,"Vendredi",0,"Jour Ordinaire",1.2136,1157394,42,8734,9,9360.73961544368,660.027149998695,45034.6333333333,189486,152561,0,0,7642,71750,29040,100790,365.995554,202.059925,568.055479,3881.02127659575,887.016170212766,22273,4963,20277,34727,19900,83,11,94
"333","AUDI",2014-11-29,2014,11,29,"Samedi",0,"Jour Ordinaire",1.2136,779890,42,7434,6,3736.16114033987,560.037349993169,45034.6333333333,314102,0,0,0,11073,7500,8100,15600,83.666226,117.242782,200.909008,3881.02127659575,887.016170212766,22273,5205,21092,29832,19025,30,11,41
"334","AUDI",2014-11-30,2014,11,30,"Dimanche",1,"Jour Ordinaire",1.1792,1351554,112,12344,4,11744.2255145447,0.0617846122086048,45034.6333333333,6118,0,0,0,7170,498710,15090,513800,2271.342651,133.061015,2404.403666,3881.02127659574,887.016170212766,15619.4285714286,6107,25635,35215,23201,22,19,41
"335","AUDI",2014-12-01,2014,12,1,"Lundi",0,"Jour Ordinaire",1.1792,1266038,127,9152,64,7643.41936266739,1760.06369999623,91351.2,298172,6001,0,0,15190,28730,23337,52067,194.736614,116.804961,311.541575,114992.116514691,2613.20617021277,15619.4285714286,4899,20483,29482,19576,189,14,203
"336","AUDI",2014-12-02,2014,12,2,"Mardi",0,"Jour Ordinaire",1.1792,1573132,28,11317,7,8288.56401078651,760.013999999166,91351.2,90953,0,0,0,16910,152520,26989,179509,781.920845,157.269643,939.190488,114992.116514691,2613.20617021277,15619.4285714286,4677,18969,30537,18013,63,16,79
"337","AUDI",2014-12-03,2014,12,3,"Mercredi",0,"Jour Ordinaire",1.1792,1530600,29,18712,36,11951.7177941465,1660.01929999918,91351.2,285055,294800,0,0,21680,27620,30499,58119,199.134306,169.608177,368.742483,114992.116514691,2613.20617021277,15619.4285714286,4480,18152,30035,17004,94,14,108
"338","AUDI",2014-12-04,2014,12,4,"Jeudi",0,"Jour Ordinaire",1.1792,1282753,28,18441,98,10306.2430839133,4860.01789999956,91351.2,60200,174837,0,0,25919,1600,41908,43508,18.715919,297.171509,315.887428,114992.116514691,2613.20617021277,15619.4285714286,4216,17987,30594,16768,117,16,133
"339","AUDI",2014-12-05,2014,12,5,"Vendredi",0,"Jour Ordinaire",1.1792,1342141,14,19887,5,9997.63930984159,760.007599999666,91351.2,176715,131150,0,0,24440,35720,62838,98558,193.097463,361.348692,554.446155,114992.116514691,2613.20617021277,15619.4285714286,4724,19574,31143,17187,90,11,101
"340","AUDI",2014-12-06,2014,12,6,"Samedi",0,"Jour Ordinaire",1.1792,1252313,19,37293,0,10519.9053492944,0.00949999943375587,91351.2,0,0,0,0,14550,37500,23360,60860,235.620168,177.67818,413.298348,114992.116514691,2613.20617021277,15619.4285714286,5475,22362,32931,18412,5,5,10
"341","AUDI",2014-12-07,2014,12,7,"Dimanche",1,"Jour Ordinaire",1.1497,1294106,37,29988,1,10854.0132948585,0.036288460701704,91351.2,16777,0,0,0,7450,886500,35120,921620,4185.929564,204.214577,4390.144141,114992.116514691,2613.20617021277,7794.42857142857,6785,27718,40623,25034,29,18,47
"342","AUDI",2014-12-08,2014,12,8,"Lundi",0,"Jour Ordinaire",1.1497,1392352,6,19270,9,10693.9550604935,560.006384615302,91351.2,3e+05,0,0,0,16623,0,9500,9500,0,85.312059,85.312059,114992.116514691,2613.20617021277,7794.42857142857,5539,22930,36390,21332,65,15,80
"343","AUDI",2014-12-09,2014,12,9,"Mardi",0,"Jour Ordinaire",1.1497,10717191,23,154368,5,55652.3038482696,760.009999999404,91351.2,328000,0,0,0,21750,0,1300,1300,0,14.355803,14.355803,114992.116514691,2613.20617021277,7794.42857142857,5292,21767,36073,20347,114,21,135
"344","AUDI",2014-12-10,2014,12,10,"Mercredi",0,"Jour Ordinaire",1.1497,1788395,17,31185,6,14951.1423691772,760.012384614944,91351.2,0,0,0,0,17100,127800,5500,133300,536.33657,34.774337,571.110907,114992.116514691,2613.20617021277,7794.42857142857,4527,19037,33363,17867,226,23,249
"345","AUDI",2014-12-11,2014,12,11,"Jeudi",0,"Jour Ordinaire",1.1497,11258163,3,179122,7,60102.6475754029,1140.00608461544,91351.2,235754,214600,0,0,34154,0,4800,4800,0,41.066831,41.066831,114992.116514691,2613.20617021277,7794.42857142857,4730,17568,27918,15741,127,20,147
"346","AUDI",2014-12-12,2014,12,12,"Vendredi",0,"Jour Ordinaire",1.1497,2385243,1,32038,7,14434.181303296,1140.00254999995,91351.2,170017,47500,0,0,33533,85600,32600,118200,409.142164,224.088421,633.230585,114992.116514691,2613.20617021277,7794.42857142857,4328,19545,29043,16147,129,14,143
"347","AUDI",2014-12-13,2014,12,13,"Samedi",0,"Jour Ordinaire",1.1497,2718562,5,32729,5,13355.7760476445,780.005884615421,91351.2,0,0,0,0,5680,7500,18100,25600,110.27178,131.521708,241.793488,114992.116514691,2613.20617021277,7794.42857142857,5502,23652,33334,19301,25,11,36
"348","AUDI",2014-12-14,2014,12,14,"Dimanche",1,"Jour Ordinaire",1.1135,3201193,4,45991,0,14928.7781700646,0.00240000003576279,91351.2,0,0,0,0,4070,337000,11100,348100,1862.727023,101.062058,1963.789081,114992.116514691,2613.20617021277,4138.42857142857,5727,24664,36535,21066,28,16,44
"349","AUDI",2014-12-15,2014,12,15,"Lundi",0,"Jour Ordinaire",1.1135,3006251,4,24592,0,13776.0708655942,0.0138692307472229,91351.2,113878,30001,0,0,11430,0,0,0,0,0,0,114992.116514691,2613.20617021277,4138.42857142857,3877,16944,17516,12071,0,1,1
"350","AUDI",2014-12-16,2014,12,16,"Mardi",0,"Jour Ordinaire",1.1135,4307016,3,30477,1,20770.775804785,0.00394999992847443,91351.2,40162,0,0,0,12640,0,0,0,0,0,0,114992.116514691,2613.20617021277,4138.42857142857,4893,20831,39889,21594,0,0,0
"351","AUDI",2014-12-17,2014,12,17,"Mercredi",0,"Jour Ordinaire",1.1135,4804908,1,27089,1,25099.6063462034,0.000599999964237213,91351.2,44948,145400,0,0,13510,0,0,0,0,0,0,114992.116514691,2613.20617021277,4138.42857142857,4555,19297,39726,21043,0,0,0
"352","AUDI",2014-12-18,2014,12,18,"Jeudi",0,"Jour Ordinaire",1.1135,4406267,1,44127,1,18530.4370970377,0.000699999988079071,91351.2,2337,69200,0,0,7530,0,0,0,0,0,0,114992.116514691,2613.20617021277,4138.42857142857,3996,17389,41457,19245,0,0,0
"353","AUDI",2014-12-19,2014,12,19,"Vendredi",0,"Jour Ordinaire",1.1135,4519881,20,105060,0,21281.2254839464,0.0153999998569489,91351.2,112233,160500,0,0,6510,3000,23870,26870,22.032578,175.127771,197.160349,114992.116514691,2613.20617021277,4138.42857142857,3852,17223,65626,22899,0,0,0
"354","AUDI",2014-12-20,2014,12,20,"Samedi",0,"Jour Ordinaire",1.1135,4102810,7,84849,1,19648.2846489046,0.00539999997615814,91351.2,6356,0,0,0,4870,28000,16800,44800,180.4488,149.659517,330.108317,114992.116514691,2613.20617021277,4138.42857142857,4616,20011,60823,23543,0,0,0
"355","AUDI",2014-12-21,2014,12,21,"Dimanche",1,"Jour Ordinaire",1.1008,4266744,5,54289,0,25536.0000051367,0.00544999998807907,91351.2,0,0,0,0,5420,143900,21600,165500,809.585662,222.45561,1032.041272,114992.116514691,2613.20617021277,557.428571428571,4947,21202,51918,22998,0,0,0
"356","AUDI",2014-12-22,2014,12,22,"Lundi",0,"Jour Ordinaire",1.1008,4917452,1,21613,0,17472.8541679065,0.000599999964237213,91351.2,0,0,0,0,12640,0,0,0,0,0,0,3881.02127659574,887.016170212766,557.428571428571,4442,19219,29270,18410,0,0,0
"357","AUDI",2014-12-23,2014,12,23,"Mardi",0,"Jour Ordinaire",1.1008,17284153,5,56920,0,37055.3947029466,0.0153899955153465,91351.2,0,136200,0,0,10300,0,0,0,0,0,0,3881.02127659575,887.016170212766,557.428571428571,4610,20106,47656,20696,5,4,9
"358","AUDI",2014-12-24,2014,12,24,"Mercredi",0,"Jour Ordinaire",1.1008,5011521,2,18341,1,12971.4270804545,0.0030500316619873,91351.2,0,57550,0,0,10990,0,0,0,0,0,0,3881.02127659574,887.016170212766,557.428571428571,3553,15058,26566,15112,7,1,8
"359","AUDI",2014-12-25,2014,12,25,"Jeudi",1,"Noël",1.1008,3553863,3,20083,0,12410.4122357327,0.00538461542129517,91351.2,0,0,0,0,9020,0,0,0,0,0,0,3881.02127659575,887.016170212766,557.428571428571,2906,13311,26780,14889,5,5,10
"360","AUDI",2014-12-26,2014,12,26,"Vendredi",0,"Jour Ordinaire",1.1008,4663492,22,25209,0,15807.1199316327,0.0226538462638855,91351.2,0,182625,0,0,12320,0,0,0,0,0,0,3881.02127659575,887.016170212766,557.428571428571,4301,18217,32232,18765,6,4,10
"361","AUDI",2014-12-27,2014,12,27,"Samedi",0,"Jour Ordinaire",1.1008,3918352,32,19583,0,11816.8030302636,0.0200999999046326,91351.2,0,86600,0,0,4610,0,0,0,0,0,0,3881.02127659575,887.016170212766,557.428571428571,4358,18057,31977,18686,8,10,18
"362","AUDI",2015-01-01,2015,1,1,"Jeudi",1,"Jour de l'an",1.1222,448,20,111,0,3.09473322065547,0.01,43135.3666666667,0,0,0,0,1730,0,0,0,0,0,0,0,0,0,3169,14077,17573,13230,5,0,5
"363","AUDI",2015-01-02,2015,1,2,"Vendredi",0,"Jour Ordinaire",1.1222,266,16,104,1,3.39909551627096,0.008,43135.3666666667,0,0,0,0,2830,0,0,0,0,0,0,0,0,0,4453,19311,22942,17971,18,12,30
"364","AUDI",2015-01-03,2015,1,3,"Samedi",0,"Jour Ordinaire",1.1222,170,15,94,0,2.21746934047155,0.0075,43135.3666666667,0,0,0,0,1490,0,0,0,0,0,0,0,0,0,4793,20089,23232,18252,11,6,17
"365","AUDI",2015-01-04,2015,1,4,"Dimanche",1,"Jour Ordinaire",1.1268,149,17,82,0,1.91482191812433,0.0165692308545113,43135.3666666667,0,0,0,0,1010,0,0,0,0,0,0,0,0,0,4947,21110,24624,19433,5,5,10
"366","AUDI",2015-01-05,2015,1,5,"Lundi",0,"Jour Ordinaire",1.1268,162,23,89,0,2.93820531326439,0.0115,43135.3666666667,0,0,0,0,9490,0,0,0,0,0,0,0,0,0,4308,18778,22980,18106,19,8,27
"367","AUDI",2015-01-06,2015,1,6,"Mardi",0,"Jour Ordinaire",1.1268,123,11,64,0,1.37521593566891,0.0119346153736114,43135.3666666667,0,0,0,0,10400,0,0,0,0,0,0,0,0,0,4185,17685,22029,17192,15,2,17
"368","AUDI",2015-01-07,2015,1,7,"Mercredi",0,"Jour Ordinaire",1.1268,116,4,34,0,3.46823955622315,0.0138538462519646,43135.3666666667,0,0,0,0,7075,0,0,0,0,0,0,0,0,0,3136,13703,17394,13539,23,8,31
"369","AUDI",2015-01-08,2015,1,8,"Jeudi",0,"Jour Ordinaire",1.1268,79,0,14,0,1.62822195376549,0,43135.3666666667,0,0,0,0,10175,0,0,0,0,0,0,0,0,0,3175,14084,17395,13377,1,1,2
"370","AUDI",2015-01-09,2015,1,9,"Vendredi",0,"Jour Ordinaire",1.1268,79,0,21,0,1.78049680971354,0,43135.3666666667,0,53000,0,0,1990,0,0,0,0,0,0,0,0,0,3435,14989,17057,13411,16,0,16
"371","AUDI",2015-01-10,2015,1,10,"Samedi",0,"Jour Ordinaire",1.1268,81,1,19,0,1.29097375154868,0.000800000011920929,43135.3666666667,136900,0,0,0,7570,0,0,0,0,0,0,0,0,0,4342,18896,20750,16684,5,3,8
"372","AUDI",2015-01-11,2015,1,11,"Dimanche",1,"Jour Ordinaire",1.1042,58,3,11,0,1.08856318605691,0.00738461542129517,43135.3666666667,0,0,0,0,2850,0,0,0,0,0,0,0,0,213514.428571429,4539,19338,21599,17312,9,4,13
"373","AUDI",2015-01-12,2015,1,12,"Lundi",0,"Jour Ordinaire",1.1042,63,6,13,0,1.46549309833348,0.00419999992847443,43135.3666666667,170000,0,0,0,12987,0,0,0,0,0,0,0,0,213514.428571429,4151,18367,21791,17279,10,5,15
"374","AUDI",2015-01-13,2015,1,13,"Mardi",0,"Jour Ordinaire",1.1042,72,0,46,1,2.31364772298001,0,43135.3666666667,334000,0,0,0,9630,0,0,0,0,0,0,0,0,213514.428571429,4087,17944,21420,16916,42,5,47
"375","AUDI",2015-01-14,2015,1,14,"Mercredi",0,"Jour Ordinaire",1.1042,62,17,12,13,2.30282950040698,0.129440657198429,43135.3666666667,0,0,0,0,10046,0,0,0,0,0,0,0,0,213514.428571429,4383,19191,22348,17908,102,10,112
"376","AUDI",2015-01-15,2015,1,15,"Jeudi",0,"Jour Ordinaire",1.1042,52,42,20,14,1.57547715790197,0.515998186372221,43135.3666666667,339400,0,0,0,30595,0,0,0,0,0,0,0,0,213514.428571429,4722,20112,23951,19082,22,15,37
"377","AUDI",2015-01-16,2015,1,16,"Vendredi",0,"Jour Ordinaire",1.1042,66,528,11,30,1.32616037239973,0.98899377310276,43135.3666666667,51122,53536,0,0,25980,0,0,0,0,0,0,0,0,213514.428571429,4814,20318,48485,22082,20,8,28
"378","AUDI",2015-01-17,2015,1,17,"Samedi",0,"Jour Ordinaire",1.1042,60,117,12,8,0.899879156634212,0.242681835412979,43135.3666666667,555035,0,0,0,13230,0,0,0,0,0,0,0,0,213514.428571429,5677,23462,26940,21578,15,4,19
"379","AUDI",2015-01-18,2015,1,18,"Dimanche",1,"Jour Ordinaire",1.1048,76,21,18,0,1.18086137340218,0.0358909114599228,43135.3666666667,0,0,0,0,6200,0,0,0,0,0,0,0,0,89768.7142857143,6282,26204,30374,24801,21,4,25
"380","AUDI",2015-01-19,2015,1,19,"Lundi",0,"Jour Ordinaire",1.1048,64,26,5,5,0.488622806478292,0.0869545315504074,43135.3666666667,162775,0,0,0,9810,0,0,0,0,0,0,0,0,89768.7142857143,5288,22717,28511,21283,40,6,46
"381","AUDI",2015-01-20,2015,1,20,"Mardi",0,"Jour Ordinaire",1.1048,60,395,5,55,0.848104982119054,1.21393049685657,43135.3666666667,0,0,0,0,9420,0,0,0,0,0,0,0,0,89768.7142857143,4594,19674,24508,19091,31,12,43
"382","AUDI",2015-01-21,2015,1,21,"Mercredi",0,"Jour Ordinaire",1.1048,77,93,10,11,1.52233258312941,0.387900946483016,43135.3666666667,32000,0,0,0,11770,0,0,0,0,0,0,0,0,89768.7142857143,4645,20016,24409,19353,26,5,31
