"","annonceur","date","DateYear","DateMonth","DateDay","NomJour","EstFerie","SpecificationJour","TTC_Gazole","Impressions_BRANDING","Impressions_ROI","Clicks_BRANDING","Clicks_ROI","Budget_Depense_NON_Cappe_BRANDING","Budget_Depense_NON_Cappe_ROI","INTERNET_DISPLAY_InvestissementsEnEuros","PRESSE_InvestissementsEnEuros_QUOT_AUTO","PRESSE_InvestissementsEnEuros_NON_QUOT_AUTO","PRESSE_InvestissementsEnEuros_QUOT_NON_AUTO","PRESSE_InvestissementsEnEuros_NON_QUOT_NON_AUTO","RADIO_InvestissementsEnEuros","TV_NAT_InvestissementsEnEuros","TV_TNT_InvestissementsEnEuros","TV_InvestissementsEnEuros","TV_NAT_GRP","TV_TNT_GRP","TV_GRP","MOBILE_Volume_Achete","MOBILE_Net_Budget_LC","Investissement_Affichage","INTERNET_DISPLAY_InvestissementsEnEuros_BMW","PRESSE_InvestissementsEnEuros_QUOT_AUTO_BMW","PRESSE_InvestissementsEnEuros_NON_QUOT_AUTO_BMW","PRESSE_InvestissementsEnEuros_QUOT_NON_AUTO_BMW","PRESSE_InvestissementsEnEuros_NON_QUOT_NON_AUTO_BMW","RADIO_InvestissementsEnEuros_BMW","TV_NAT_InvestissementsEnEuros_BMW","TV_NAT_GRP_BMW","TV_TNT_InvestissementsEnEuros_BMW","TV_TNT_GRP_BMW","Investissement_Affichage_BMW","INTERNET_DISPLAY_InvestissementsEnEuros_MERCEDES","PRESSE_InvestissementsEnEuros_QUOT_AUTO_MERCEDES","PRESSE_InvestissementsEnEuros_NON_QUOT_AUTO_MERCEDES","PRESSE_InvestissementsEnEuros_QUOT_NON_AUTO_MERCEDES","PRESSE_InvestissementsEnEuros_NON_QUOT_NON_AUTO_MERCEDES","RADIO_InvestissementsEnEuros_MERCEDES","TV_NAT_InvestissementsEnEuros_MERCEDES","TV_NAT_GRP_MERCEDES","TV_TNT_InvestissementsEnEuros_MERCEDES","TV_TNT_GRP_MERCEDES","Investissement_Affichage_MERCEDES","ConfigStarted","ConfigCompleted","UniqueVisitor","UtileVisitor","Nombre_inscription_S","Nombre_inscription_Non_S","Nombre_inscription","JourNormalise","IsMondialAuto2014","IsOPO","IsPrimeAlaCasse","IsJourdelan","IsPentecôte","IsAsscention","IsPâcques","IsFêtedutravail","Is08Mais","Is14Juillet","Is15août","IspremierNovembre","Is11Novembre","IsNoël"
"1","AUDI",2014-01-01,"2014","1","1","Mercredi",1,"Jour de l'an",1.3389,34742.64,41447.36,110.94,61.06,106.123494939715,63.1324778508989,65200,0,0,0,0,2790,0,0,0,0,0,0,0,0,204829,30135,0,5500,0,0,0,0,0,0,0,0,24204,113,9014,0,0,0,0,0,0,0,0,13083,2835,16241,11530,12,8,20,0.00273972602739726,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2","AUDI",2014-01-02,"2014","1","2","Jeudi",0,"Jour Ordinaire",1.3389,26459.4,31565.6,59.34,32.66,251.01192151502,149.326071331902,65200,0,0,0,0,2380,0,0,0,0,0,0,0,0,204829,30135,0,6800,0,0,0,0,0,0,0,0,24204,132,6800,0,0,0,0,0,0,0,0,19534,4700,23328,17169,24,20,44,0.00547945205479452,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","AUDI",2014-01-03,"2014","1","3","Vendredi",0,"Jour Ordinaire",1.3389,3301.44,3938.56,23.22,12.78,9.33193358179168,5.55153305583461,65200,0,166000,0,0,2760,0,0,0,0,0,0,0,0,204829,30135,0,0,0,0,0,0,0,0,0,0,24204,113,0,0,0,0,0,0,0,0,0,19298,4517,22760,16781,25,12,37,0.00821917808219178,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","AUDI",2014-01-04,"2014","1","4","Samedi",0,"Jour Ordinaire",1.3389,249.888,298.112,3.87,2.13,1.2245434270682,0.728476392817289,65200,0,73400,0,0,3000,0,0,0,0,0,0,0,0,204829,30135,0,0,0,0,0,0,0,0,0,0,24204,120,0,0,0,0,0,0,0,0,0,19376,4885,22492,16523,24,10,34,0.010958904109589,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5","AUDI",2014-01-05,"2014","1","5","Dimanche",1,"Jour Ordinaire",1.3303,13660.848,16297.152,38.7,21.3,52.5598204388964,31.2676443759304,65200,0,0,0,0,1970,0,0,0,0,0,0,0,0,86860,30135,0,0,0,0,0,0,0,0,0,0,24204,0,0,0,0,0,0,0,0,0,0,23702,5439,28953,20553,30,16,46,0.0136986301369863,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6","AUDI",2014-01-06,"2014","1","6","Lundi",0,"Jour Ordinaire",1.3303,0,0,0,0,0,0,65200,131000,0,0,0,1480,0,0,0,0,0,0,0,0,86860,30135,0,0,0,0,0,0,0,0,0,0,24204,113,0,0,0,0,0,0,0,0,0,18843,4448,24537,17942,33,7,40,0.0164383561643836,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7","AUDI",2014-01-07,"2014","1","7","Mardi",0,"Jour Ordinaire",1.3303,0,0,0,0,0,0,65200,0,0,0,0,1760,0,0,0,0,0,0,0,0,86860,30135,0,0,0,0,0,0,0,0,0,0,24204,113,0,0,0,0,0,0,0,0,0,17648,4340,25164,18612,23,11,34,0.0191780821917808,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8","AUDI",2014-01-08,"2014","1","8","Mercredi",0,"Jour Ordinaire",1.3303,0,0,0,0,0,0,65200,158000,0,0,0,2910,0,0,0,0,0,0,0,0,86860,30135,2424,0,0,0,0,0,0,0,0,0,24204,113,8564,0,0,0,0,0,0,0,0,17113,4055,24320,17792,23,7,30,0.0219178082191781,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9","AUDI",2014-01-09,"2014","1","9","Jeudi",0,"Jour Ordinaire",1.3303,0,0,0,0,0,0,65200,0,0,0,0,2480,0,0,0,0,0,0,0,0,86860,30135,0,34550,0,0,0,0,0,0,0,0,24204,113,0,0,0,0,0,0,0,0,0,16351,3803,23328,16974,33,13,46,0.0246575342465753,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10","AUDI",2014-01-10,"2014","1","10","Vendredi",0,"Jour Ordinaire",1.3303,0,0,0,0,0,0,65200,0,53000,0,0,3110,0,0,0,0,0,0,0,0,86860,30135,0,0,0,0,0,0,0,0,0,0,24204,7361,0,0,0,0,0,0,0,0,0,16338,3810,21236,15536,38,19,57,0.0273972602739726,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11","AUDI",2014-01-11,"2014","1","11","Samedi",0,"Jour Ordinaire",1.3303,0,0,0,0,0,0,65200,279800,0,0,0,2580,0,0,0,0,0,0,0,0,86860,30135,2849,0,0,0,0,0,0,0,0,0,24204,120,1033,0,0,0,0,0,0,0,0,19332,4645,24750,18513,22,6,28,0.0301369863013699,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12","AUDI",2014-01-12,"2014","1","12","Dimanche",1,"Jour Ordinaire",1.3228,0,0,0,0,0,0,65200,0,0,0,0,1350,0,0,0,0,0,0,0,0,1748,30135,0,0,0,0,0,0,0,0,0,1860,24204,2666,0,0,0,0,0,0,0,0,0,20430,4947,27946,20707,31,13,44,0.0328767123287671,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13","AUDI",2014-01-13,"2014","1","13","Lundi",0,"Jour Ordinaire",1.3228,0,0,0,0,0,0,65200,64000,0,0,0,1950,0,0,0,0,0,0,0,0,1748,30135,0,0,0,0,17825,0,0,0,0,1860,24204,24277,0,0,0,17825,0,0,0,0,0,17468,4114,25636,19463,42,19,61,0.0356164383561644,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14","AUDI",2014-01-14,"2014","1","14","Mardi",0,"Jour Ordinaire",1.3228,0,0,0,0,0,0,65200,158000,0,0,0,2100,0,0,0,0,0,0,0,0,1748,30135,1976,0,0,0,18230,0,0,0,0,1860,24204,113,0,0,0,18230,0,0,0,0,0,15949,3875,23698,17547,44,23,67,0.0383561643835616,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15","AUDI",2014-01-15,"2014","1","15","Mercredi",0,"Jour Ordinaire",1.3228,0,0,0,0,0,0,65200,0,8400,0,0,3210,0,0,0,0,0,0,0,0,1748,30135,2424,0,0,0,18040,0,0,0,0,1860,24204,113,0,0,0,18040,0,0,0,0,0,17304,4263,25171,18929,112,22,134,0.0410958904109589,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16","AUDI",2014-01-16,"2014","1","16","Jeudi",0,"Jour Ordinaire",1.3228,0,0,0,0,0,0,65200,158000,3429,0,0,2500,0,0,0,0,0,0,0,0,1748,30135,0,15605,0,0,17640,0,0,0,0,1860,24204,47113,0,0,0,17640,0,0,0,0,0,18133,4323,27210,20048,46,21,67,0.0438356164383562,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17","AUDI",2014-01-17,"2014","1","17","Vendredi",0,"Jour Ordinaire",1.3228,0,0,0,0,0,0,65200,170000,261000,0,0,2550,0,0,0,0,0,0,0,0,1748,30135,8320,0,0,0,14195,0,0,0,0,1860,24204,13036,1631,0,0,14195,0,0,0,0,0,19376,4794,28940,20997,49,13,62,0.0465753424657534,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18","AUDI",2014-01-18,"2014","1","18","Samedi",0,"Jour Ordinaire",1.3228,0,0,0,0,0,0,65200,67000,0,0,0,3130,0,0,0,0,0,0,0,0,1748,30135,0,0,0,0,1250,0,0,0,0,1860,24204,22488,1033,0,0,1250,0,0,0,0,0,21738,5354,29192,22239,42,15,57,0.0493150684931507,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"19","AUDI",2014-01-19,"2014","1","19","Dimanche",1,"Jour Ordinaire",1.3238,0,0,0,0,0,0,65200,0,0,0,0,1970,0,0,0,0,0,0,0,0,277,30135,0,0,0,0,1380,85000,434,22923,156,2958,24204,68832,0,0,0,1380,0,0,0,0,348938,25228,6040,32172,24641,22,18,40,0.0520547945205479,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"20","AUDI",2014-01-20,"2014","1","20","Lundi",0,"Jour Ordinaire",1.3238,0,0,0,0,0,0,65200,0,0,0,0,3860,0,0,0,0,0,0,0,0,277,30135,0,0,0,0,18005,0,0,41889,268,2958,24204,113,0,0,0,18005,0,0,0,0,348938,19184,4405,26633,20104,98,24,122,0.0547945205479452,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21","AUDI",2014-01-21,"2014","1","21","Mardi",0,"Jour Ordinaire",1.3238,0,0,0,0,0,0,65200,0,0,0,0,3510,0,0,0,0,0,0,0,0,277,30135,0,0,0,0,14945,0,0,42508,269,2958,24204,113,0,0,0,14945,0,0,0,0,348938,17817,4250,24065,18059,87,16,103,0.0575342465753425,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22","AUDI",2014-01-22,"2014","1","22","Mercredi",0,"Jour Ordinaire",1.3238,0,0,0,0,0,0,65200,0,0,0,0,5660,0,0,0,0,0,0,0,0,277,30135,0,0,0,0,263789,0,0,17256,112,2958,24204,113,0,0,0,263789,0,0,0,0,348938,18563,4484,25108,18989,61,17,78,0.0602739726027397,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23","AUDI",2014-01-23,"2014","1","23","Jeudi",0,"Jour Ordinaire",1.3238,0,0,0,0,0,0,65200,170000,5720,0,0,5690,0,0,0,0,0,0,0,0,277,30135,275,79843,0,0,282559,0,0,47425,244,2958,24204,48859,0,0,0,282559,0,0,0,0,348938,17464,4222,24746,18716,61,19,80,0.063013698630137,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24","AUDI",2014-01-24,"2014","1","24","Vendredi",0,"Jour Ordinaire",1.3238,0,0,0,0,0,0,65200,170000,13720,0,0,5650,0,0,0,0,0,0,0,0,277,30135,16915,0,0,0,262494,0,0,32251,230,2958,24204,13732,0,0,0,262494,0,0,0,0,348938,18191,4364,26235,20114,31,28,59,0.0657534246575342,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25","AUDI",2014-01-25,"2014","1","25","Samedi",0,"Jour Ordinaire",1.3238,0,0,0,0,0,0,65200,217000,0,0,0,5670,0,0,0,0,0,0,0,0,277,30135,47914,0,0,0,95981,0,0,21672,172,2958,24204,22313,0,0,0,95981,0,0,0,0,348938,21321,5346,28206,21890,29,8,37,0.0684931506849315,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26","AUDI",2014-01-26,"2014","1","26","Dimanche",1,"Jour Ordinaire",1.326,0,0,0,0,0,0,65200,0,0,0,0,5150,0,0,0,0,0,0,0,0,1683,30135,0,0,0,0,0,0,0,25006,123,190032,24204,14606,0,0,0,0,0,0,0,0,85024,22376,5598,30396,23485,23,13,36,0.0712328767123288,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27","AUDI",2014-01-27,"2014","1","27","Lundi",0,"Jour Ordinaire",1.326,0,0,0,0,0,0,65200,0,0,0,0,18635,0,0,0,0,0,0,0,0,1683,30135,0,0,0,0,0,0,0,42711,323,190032,24204,113,0,0,0,0,0,0,0,0,85024,18478,4330,26632,20532,54,15,69,0.073972602739726,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28","AUDI",2014-01-28,"2014","1","28","Mardi",0,"Jour Ordinaire",1.326,0,0,0,0,0,0,65200,773,0,0,0,18245,0,0,0,0,0,0,0,0,1683,30135,0,0,0,0,0,0,0,22567,130,190032,24204,6851,0,0,0,0,0,0,0,0,85024,17223,4097,24009,18218,59,21,80,0.0767123287671233,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29","AUDI",2014-01-29,"2014","1","29","Mercredi",0,"Jour Ordinaire",1.326,0,0,0,0,0,0,65200,0,0,0,0,16070,0,0,0,0,0,0,0,0,1683,30135,0,0,0,0,262126,0,0,17535,180,190032,24204,50016,0,0,0,262126,0,0,0,0,85024,17246,3945,28088,22349,62,20,82,0.0794520547945206,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30","AUDI",2014-01-30,"2014","1","30","Jeudi",0,"Jour Ordinaire",1.326,0,0,0,0,0,0,65200,0,0,0,0,16460,0,0,0,0,0,0,0,0,1683,30135,0,35834,0,0,331528,0,0,32765,224,190032,24204,1098,0,0,0,331528,0,0,0,0,85024,16697,3930,24022,18310,86,13,99,0.0821917808219178,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31","AUDI",2014-01-31,"2014","1","31","Vendredi",0,"Jour Ordinaire",1.326,0,0,0,0,0,0,65200,46233,12800,0,0,19320,0,0,0,0,0,0,0,0,1683,30135,6342,25625,0,0,346978,0,0,31400,247,190032,24204,2700,0,0,0,346978,0,0,0,0,85024,16646,3782,23369,18590,92,15,107,0.0849315068493151,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32","AUDI",2014-02-01,"2014","2","1","Samedi",0,"Jour Ordinaire",1.326,413550.96,493359.04,4010.61,2207.39,2702.19121588966,1607.52364198859,72665,198600,0,0,0,0,0,0,0,0,0,0,0,0,1683,86056,23681,0,0,0,100316,33200,349,27977,190,190032,30530,37144,7997,0,0,100316,0,0,0,0,85024,20159,4794,26742,20402,26,4,30,0.0876712328767123,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33","AUDI",2014-02-02,"2014","2","2","Dimanche",1,"Jour Ordinaire",1.3266,411974.568,491478.432,3948.69,2173.31,797.339776550237,474.334508218881,72665,0,0,0,0,0,0,0,0,0,0,0,0,0,18794,86056,0,0,0,0,0,88000,333,26000,144,63722,30530,15215,0,0,0,0,0,0,0,0,347320,20054,4664,27687,21134,17,11,28,0.0904109589041096,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34","AUDI",2014-02-03,"2014","2","3","Lundi",0,"Jour Ordinaire",1.3266,405919.8,484255.2,2752.86,1515.14,4308.53374771357,2563.13092168606,72665,0,0,0,0,0,0,0,0,0,0,0,0,0,18794,86056,0,92200,0,0,0,0,0,38773,255,63722,30530,544243,0,0,0,0,0,0,0,0,347320,17885,4247,24994,19300,95,23,118,0.0931506849315069,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35","AUDI",2014-02-04,"2014","2","4","Mardi",0,"Jour Ordinaire",1.3266,386934.24,461605.76,4492.425,2472.575,4773.71210578672,2839.86382050789,72665,0,1136,0,0,20115,0,0,0,0,0,0,0,0,18794,86056,0,0,0,0,0,0,0,45905,299,63722,30530,113,0,0,0,0,0,0,0,0,347320,17089,3988,25723,19874,84,12,96,0.0958904109589041,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36","AUDI",2014-02-05,"2014","2","5","Mercredi",0,"Jour Ordinaire",1.3266,389960.256,465215.744,6408.72,3527.28,3146.19610279707,1871.66052048374,72665,48580,0,0,0,20115,0,0,0,0,0,0,0,0,18794,86056,12127,0,0,0,4490,0,0,25739,143,63722,30530,70568,0,0,0,4490,0,0,0,0,347320,17820,4103,27123,20999,89,23,112,0.0986301369863014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37","AUDI",2014-02-06,"2014","2","6","Jeudi",0,"Jour Ordinaire",1.3266,418886.616,499724.384,5448.96,2999.04,838.702122577442,498.940816142561,72665,0,0,0,0,20115,0,0,0,0,0,0,0,0,18794,86056,8896,40190,0,0,304148,0,0,27233,164,63722,30530,58118,588,0,0,304148,0,0,0,0,347320,16987,3994,26529,20221,46,18,64,0.101369863013699,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38","AUDI",2014-02-07,"2014","2","7","Vendredi",0,"Jour Ordinaire",1.3266,405194.76,483390.24,5699.865,3137.135,759.809032535174,452.007606276906,72665,59443,32800,0,0,20115,0,0,0,0,0,0,0,0,18794,86056,20779,0,0,0,299328,0,0,28175,162,63722,30530,8834,0,0,0,299328,0,0,0,0,347320,17616,3925,28999,20128,44,15,59,0.104109589041096,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39","AUDI",2014-02-08,"2014","2","8","Samedi",0,"Jour Ordinaire",1.3266,414086.76,493998.24,6604.8,3635.2,790.012988919273,469.975829133794,72665,269316,0,0,0,4545,0,0,0,0,0,0,0,0,18794,86056,7250,0,0,0,78316,0,0,23493,152,63722,30530,26731,0,0,0,78316,0,0,0,0,347320,20734,4983,34890,23319,27,7,34,0.106849315068493,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40","AUDI",2014-02-09,"2014","2","9","Dimanche",1,"Jour Ordinaire",1.3294,404145.96,482139.04,6917.625,3807.375,774.158476345213,460.544037761985,72665,6059,0,0,0,0,0,0,0,0,0,0,0,0,81484,86056,3364,0,0,0,1380,32400,245,39240,184,806,30530,1835,0,0,0,1380,0,0,0,0,113142,20872,5069,30292,23405,30,13,43,0.10958904109589,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41","AUDI",2014-02-10,"2014","2","10","Lundi",0,"Jour Ordinaire",1.3294,422530.968,504072.032,6228.765,3428.235,777.3366594315,462.43472722161,72665,0,0,0,0,5550,0,0,0,0,0,0,0,0,81484,86056,0,0,0,0,277969,0,0,29502,187,806,30530,547789,0,0,0,277969,0,0,0,0,113142,17431,4140,28340,21544,73,16,89,0.112328767123288,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42","AUDI",2014-02-11,"2014","2","11","Mardi",0,"Jour Ordinaire",1.3294,393936.12,469958.88,5981.73,3292.27,719.134494069851,427.810472548731,72665,4753,0,0,0,5000,0,0,0,0,0,0,0,0,81484,86056,3633,0,0,0,285314,0,0,28164,130,806,30530,8834,0,0,0,285314,0,0,0,0,113142,16276,3593,24796,18672,20,12,32,0.115068493150685,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43","AUDI",2014-02-12,"2014","2","12","Mercredi",0,"Jour Ordinaire",1.3294,399748.752,476893.248,7967.685,4385.315,730.930401977082,434.827814892267,72665,46233,0,0,0,3450,0,0,0,0,0,0,0,0,81484,86056,2424,0,0,0,131859,0,0,25387,131,806,30530,10689,0,0,0,131859,0,0,0,0,113142,17307,3842,27965,21749,64,16,80,0.117808219178082,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44","AUDI",2014-02-13,"2014","2","13","Jeudi",0,"Jour Ordinaire",1.3294,439456.32,524263.68,5247.075,2887.925,919.567154984874,547.047127287652,72665,0,6400,0,0,3800,0,0,0,0,0,0,0,0,81484,86056,0,5600,0,0,8380,0,0,36879,233,806,30530,552964,0,0,0,8380,0,0,0,0,113142,16863,3873,26327,20320,58,23,81,0.120547945205479,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"45","AUDI",2014-02-14,"2014","2","14","Vendredi",0,"Jour Ordinaire",1.3294,485235.528,578877.472,7963.17,4382.83,1604.71002787807,954.636109088548,72665,46233,42800,0,0,3980,0,0,0,0,0,0,0,0,81484,86056,8809,10690,0,0,8490,0,0,23575,163,806,30530,22467,0,0,0,8490,0,0,0,0,113142,15989,3665,24511,18260,63,8,71,0.123287671232877,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46","AUDI",2014-02-15,"2014","2","15","Samedi",0,"Jour Ordinaire",1.3294,591285.168,705392.832,21529.455,11849.545,1798.71917697588,1070.05144021053,72665,198600,4530,0,0,10432,0,0,0,0,0,0,0,0,81484,86056,2849,0,0,0,0,0,0,35419,204,806,30530,58810,0,0,0,0,0,0,0,0,113142,20692,4788,33174,24996,30,6,36,0.126027397260274,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47","AUDI",2014-02-16,"2014","2","16","Dimanche",1,"Jour Ordinaire",1.3308,582123.216,694462.784,15827.01,8710.99,1764.42288924005,1049.64870444424,72665,0,0,0,0,8702,0,0,0,0,0,0,0,0,49934,86056,0,0,0,0,0,90000,530,37574,172,0,30530,27679,0,0,0,0,0,0,0,0,4079,22614,5331,36504,27660,25,12,37,0.128767123287671,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48","AUDI",2014-02-17,"2014","2","17","Lundi",0,"Jour Ordinaire",1.3308,512725.488,611672.512,895.905,493.095,1228.36741571667,730.75126963687,72665,0,0,0,0,6257,0,0,0,0,0,0,0,0,49934,86056,0,0,0,0,290513,0,0,0,0,0,30530,546078,0,0,0,290513,0,0,0,0,4079,18215,4209,24870,18149,45,7,52,0.131506849315068,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49","AUDI",2014-02-18,"2014","2","18","Mardi",0,"Jour Ordinaire",1.3308,902242.512,1076359.488,7335.585,4037.415,2173.59234776268,1293.06211437876,72665,9506,0,0,0,7581,0,0,0,0,0,0,0,0,49934,86056,9206,0,0,0,256979,0,0,0,0,0,30530,6781,0,0,0,256979,0,0,0,0,4079,16862,4041,24170,16674,42,9,51,0.134246575342466,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50","AUDI",2014-02-19,"2014","2","19","Mercredi",0,"Jour Ordinaire",1.3308,8119437.504,9686346.496,126996.63,69897.37,19037.9577807923,11325.6112475846,72665,0,0,0,0,6257,0,0,0,0,0,0,0,0,49934,86056,2424,0,0,0,97409,0,0,0,0,0,30530,113,0,0,0,97409,0,0,0,0,4079,18159,4292,93438,19592,51,12,63,0.136986301369863,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51","AUDI",2014-02-20,"2014","2","20","Jeudi",0,"Jour Ordinaire",1.3308,1217378.184,1452310.816,1559.61,858.39,2466.73203071764,1467.44983645563,72665,4296,11500,0,0,7581,0,0,0,0,0,0,0,0,49934,86056,3054,34550,0,0,0,0,0,0,0,0,30530,396,278,0,0,0,0,0,0,0,4079,16717,3649,28493,18130,33,13,46,0.13972602739726,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52","AUDI",2014-02-21,"2014","2","21","Vendredi",0,"Jour Ordinaire",1.3308,1243757.328,1483780.672,1428.675,786.325,2471.37952602116,1470.21461436347,72665,46233,21500,0,0,6257,0,0,0,0,0,0,0,0,49934,86056,46233,0,0,0,0,0,0,0,0,0,30530,113,52200,0,0,0,0,0,0,0,4079,17415,3846,30834,19793,42,19,61,0.142465753424658,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53","AUDI",2014-02-22,"2014","2","22","Samedi",0,"Jour Ordinaire",1.3308,1162903.968,1387324.032,1517.04,834.96,2459.92210868734,1463.39863882038,72665,0,0,0,0,7712,0,0,0,0,0,0,0,0,49934,86056,11019,0,0,0,0,0,0,0,0,0,30530,17803,0,0,0,0,0,0,0,0,4079,19561,4399,29022,19277,32,12,44,0.145205479452055,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54","AUDI",2014-02-23,"2014","2","23","Dimanche",1,"Jour Ordinaire",1.3317,1127934.24,1345605.76,1448.025,796.975,2368.99054908676,1409.30378757474,72665,1955,0,0,0,6432,0,0,0,0,0,0,0,0,12637,86056,0,0,0,0,0,0,0,0,0,2747,30530,3801,0,0,0,0,0,0,0,0,229,19078,4093,28020,18519,33,20,53,0.147945205479452,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55","AUDI",2014-02-24,"2014","2","24","Lundi",0,"Jour Ordinaire",1.3317,1025970.36,1223964.64,1288.065,708.935,2177.15597450398,1295.18210285484,72665,0,33900,0,0,7201,0,0,0,0,0,0,0,0,12637,86056,166400,27000,0,0,0,0,0,0,0,2747,30530,544130,0,0,0,0,0,0,0,0,229,17276,3920,26481,17618,46,20,66,0.150684931506849,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56","AUDI",2014-02-25,"2014","2","25","Mardi",0,"Jour Ordinaire",1.3317,1147352.088,1368770.912,1476.405,812.595,2039.38520380759,1213.22277674678,72665,728,0,0,0,7554,0,0,0,0,0,0,0,0,12637,86056,4753,0,0,0,0,0,0,0,0,2747,30530,113,0,0,0,0,0,0,0,0,229,17229,4049,25528,17155,49,21,70,0.153424657534247,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57","AUDI",2014-02-26,"2014","2","26","Mercredi",0,"Jour Ordinaire",1.3317,1240093.368,1479409.632,1456.41,801.59,2255.97078863652,1342.06874666893,72665,0,0,0,0,7201,0,0,0,0,0,0,0,0,12637,86056,2424,0,0,0,0,0,0,0,0,2747,30530,1658,9550,0,0,0,0,0,0,0,229,18392,4310,26249,17488,27,12,39,0.156164383561644,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58","AUDI",2014-02-27,"2014","2","27","Jeudi",0,"Jour Ordinaire",1.3317,1038229.008,1238588.992,1210.02,665.98,1885.58719687434,1121.72890659351,72665,0,13550,0,0,7554,0,0,0,0,0,0,0,0,12637,86056,2771,46948,0,0,0,0,0,0,0,2747,30530,113,0,0,0,0,0,0,0,0,229,16985,3948,23832,16098,28,14,42,0.158904109589041,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59","AUDI",2014-02-28,"2014","2","28","Vendredi",0,"Jour Ordinaire",1.3317,1410187.296,1682328.704,1579.605,869.395,2694.06588562279,1602.68991281866,72665,0,0,0,0,7201,0,0,0,0,0,0,0,0,12637,86056,1301,19575,0,0,0,0,0,0,0,2747,30530,150,38500,0,0,0,0,0,0,0,229,16674,3920,24108,16027,17,9,26,0.161643835616438,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60","AUDI",2014-03-01,"2014","3","1","Samedi",0,"Jour Ordinaire",1.3317,1367584.128,1631503.872,1624.755,894.245,2959.26034959879,1760.45312663533,66574,8151,0,0,0,3240,0,0,0,0,0,0,0,0,12637,65866,5975,0,0,0,0,0,0,0,0,2747,8661,1156,7829,0,0,0,0,0,0,0,229,17859,4253,24557,16538,19,17,36,0.164383561643836,0,0,0,0,0,0,0,0,0,0,0,0,0,0
