"","annonceur","date","DateYear","DateMonth","DateDay","NomJour","EstFerie","SpecificationJour","TTC_Gazole","Impressions_BRANDING","Impressions_ROI","Clicks_BRANDING","Clicks_ROI","Budget_Depense_NON_Cappe_BRANDING","Budget_Depense_NON_Cappe_ROI","INTERNET_DISPLAY_InvestissementsEnEuros","PRESSE_InvestissementsEnEuros_QUOT_AUTO","PRESSE_InvestissementsEnEuros_NON_QUOT_AUTO","PRESSE_InvestissementsEnEuros_QUOT_NON_AUTO","PRESSE_InvestissementsEnEuros_NON_QUOT_NON_AUTO","RADIO_InvestissementsEnEuros","TV_NAT_InvestissementsEnEuros","TV_TNT_InvestissementsEnEuros","TV_InvestissementsEnEuros","TV_NAT_GRP","TV_TNT_GRP","TV_GRP","MOBILE_Volume_Achete","MOBILE_Net_Budget_LC","Investissement_Affichage","INTERNET_DISPLAY_InvestissementsEnEuros_BMW","PRESSE_InvestissementsEnEuros_QUOT_AUTO_BMW","PRESSE_InvestissementsEnEuros_NON_QUOT_AUTO_BMW","PRESSE_InvestissementsEnEuros_QUOT_NON_AUTO_BMW","PRESSE_InvestissementsEnEuros_NON_QUOT_NON_AUTO_BMW","RADIO_InvestissementsEnEuros_BMW","TV_NAT_InvestissementsEnEuros_BMW","TV_NAT_GRP_BMW","TV_TNT_InvestissementsEnEuros_BMW","TV_TNT_GRP_BMW","Investissement_Affichage_BMW","INTERNET_DISPLAY_InvestissementsEnEuros_MERCEDES","PRESSE_InvestissementsEnEuros_QUOT_AUTO_MERCEDES","PRESSE_InvestissementsEnEuros_NON_QUOT_AUTO_MERCEDES","PRESSE_InvestissementsEnEuros_QUOT_NON_AUTO_MERCEDES","PRESSE_InvestissementsEnEuros_NON_QUOT_NON_AUTO_MERCEDES","RADIO_InvestissementsEnEuros_MERCEDES","TV_NAT_InvestissementsEnEuros_MERCEDES","TV_NAT_GRP_MERCEDES","TV_TNT_InvestissementsEnEuros_MERCEDES","TV_TNT_GRP_MERCEDES","Investissement_Affichage_MERCEDES","ConfigStarted","ConfigCompleted","UniqueVisitor","UtileVisitor","Nombre_inscription_S","Nombre_inscription_Non_S","Nombre_inscription","JourNormalise","IsMondialAuto2014","IsOPO","IsPrimeAlaCasse","IsJourdelan","IsPentecôte","IsAsscention","IsPâcques","IsFêtedutravail","Is08Mais","Is14Juillet","Is15août","IspremierNovembre","Is11Novembre","IsNoël"
"133","AUDI",2014-05-13,"2014","5","13","Mardi",0,"Jour Ordinaire",1.3044,544848.864,649995.136,29104.335,16018.665,1935.83855917686,1151.62325769213,64711,4753,0,0,0,9580,0,0,0,0,0,0,0,0,3877,35924,0,0,0,0,355696,0,0,0,0,2730,6068,113,0,0,0,355696,0,0,0,0,31244,15634,3448,34706,18084,65,8,73,0.364383561643836,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"134","AUDI",2014-05-14,"2014","5","14","Mercredi",0,"Jour Ordinaire",1.3044,581728.776,693992.224,25583.28,14080.72,2186.44484809451,1300.70801967983,64711,78233,8400,0,0,9460,0,0,0,0,0,0,0,0,3877,35924,2424,31774,0,0,133893,0,0,0,0,2730,6068,113,0,0,0,133893,0,0,0,0,31244,15718,3417,33915,17143,67,16,83,0.367123287671233,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"135","AUDI",2014-05-15,"2014","5","15","Jeudi",0,"Jour Ordinaire",1.3044,580109.52,692060.48,26861.67,14784.33,1916.17445603534,1139.92515486632,64711,50667,72003,0,0,14330,0,0,0,0,0,0,0,0,3877,35924,6911,5045,0,0,0,91000,504,96249,517,2730,6068,113,19610,0,0,0,0,0,0,0,31244,15389,3525,31974,16983,51,9,60,0.36986301369863,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"136","AUDI",2014-05-16,"2014","5","16","Vendredi",0,"Jour Ordinaire",1.3044,563920.152,672746.848,33721.245,18559.755,2204.30687259218,1311.33407253091,64711,62693,53000,0,0,14770,0,0,0,0,0,0,0,0,3877,35924,8809,0,0,0,0,38000,171,62923,319,2730,6068,3916,0,0,0,0,0,0,0,0,31244,15138,3441,30703,16867,93,13,106,0.372602739726027,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"137","AUDI",2014-05-17,"2014","5","17","Samedi",0,"Jour Ordinaire",1.3044,586126.44,699238.56,41160.03,22653.97,1740.91286462005,1035.66267703872,64711,0,0,0,0,6610,0,0,0,0,0,0,0,0,3877,35924,9053,0,0,0,0,61000,297,40971,248,2730,6068,31544,0,0,0,0,0,0,0,0,31244,15236,3335,31186,16225,22,5,27,0.375342465753425,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138","AUDI",2014-05-18,"2014","5","18","Dimanche",1,"Jour Ordinaire",1.3089,576111.768,687291.232,41207.76,22680.24,2092.0309247396,1244.54152301096,64711,0,0,0,0,5700,0,0,0,0,0,0,0,0,3770,35924,34556,0,0,0,0,283200,1488,49017,266,726,6068,2666,0,0,0,0,0,0,0,0,388956,16792,3560,32624,16752,26,6,32,0.378082191780822,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"139","AUDI",2014-05-19,"2014","5","19","Lundi",0,"Jour Ordinaire",1.3089,0,0,0,0,0,0,64711,8020,0,158000,0,5790,0,0,0,0,0,0,0,0,3770,35924,0,0,0,0,391254,3500,37,92142,446,726,6068,62069,4530,0,0,391254,0,0,0,0,388956,16554,3501,22524,15314,87,8,95,0.380821917808219,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"140","AUDI",2014-05-20,"2014","5","20","Mardi",0,"Jour Ordinaire",1.3089,432073.224,515455.776,590.82,325.18,4658.07831464405,2771.07370233211,64711,1800,0,0,0,5980,0,0,0,0,0,0,0,0,3770,35924,1976,0,0,0,323664,25500,178,64404,383,726,6068,6535,0,0,0,323664,0,0,0,0,388956,16228,3482,22314,14906,73,8,81,0.383561643835616,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141","AUDI",2014-05-21,"2014","5","21","Mercredi",0,"Jour Ordinaire",1.3089,415436.976,495609.024,590.175,324.825,5125.54510942459,3049.16798375658,64711,31722,6200,0,0,6760,0,0,0,0,0,0,0,0,3770,35924,2424,29800,0,0,69429,7000,27,60008,326,726,6068,131,0,0,0,69429,0,0,0,0,388956,17209,3758,22802,15429,89,7,96,0.386301369863014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"142","AUDI",2014-05-22,"2014","5","22","Jeudi",0,"Jour Ordinaire",1.3089,418180.728,498882.272,538.575,296.425,3479.26666475393,2069.80297600194,64711,0,19900,0,0,2510,0,0,0,0,0,0,0,0,3770,35924,1429,11283,0,0,0,0,0,76014,377,726,6068,47113,96300,0,0,0,0,0,0,0,388956,17036,3493,22903,15555,73,12,85,0.389041095890411,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"143","AUDI",2014-05-23,"2014","5","23","Vendredi",0,"Jour Ordinaire",1.3089,427424.304,509909.696,521.805,287.195,1682.4189465465,1000.86485974776,64711,56088,14000,0,0,1610,0,0,0,0,0,0,0,0,3770,35924,15765,103000,0,0,0,0,0,55424,313,726,6068,2700,15000,0,0,0,0,0,0,0,388956,18716,4164,26442,17878,48,13,61,0.391780821917808,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"144","AUDI",2014-05-24,"2014","5","24","Samedi",0,"Jour Ordinaire",1.3089,428653.224,511375.776,830.115,456.885,1317.25754682103,783.631682558605,64711,0,0,0,0,1700,0,0,0,0,0,0,0,0,3770,35924,17750,0,0,23500,0,0,0,31791,221,726,6068,31962,4960,0,0,0,0,0,0,0,388956,17834,3939,23671,15972,26,7,33,0.394520547945205,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"145","AUDI",2014-05-25,"2014","5","25","Dimanche",1,"Jour Ordinaire",1.3086,429718.896,512647.104,951.375,523.625,1812.8321932059,1078.44722179554,64711,0,0,0,0,2190,0,0,0,0,0,0,0,0,16573,35924,0,0,0,0,0,240000,1210,49118,264,0,6068,50533,0,0,0,0,0,0,0,0,134929,18026,4001,23876,15804,42,9,51,0.397260273972603,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"146","AUDI",2014-05-26,"2014","5","26","Lundi",0,"Jour Ordinaire",1.3086,444471.864,530247.136,887.52,488.48,6369.93810650901,3789.4528129631,64711,0,6001,0,0,5980,0,0,0,0,0,0,0,0,16573,35924,709,6245,0,0,0,31000,142,90085,505,0,6068,120,0,0,0,0,0,0,0,0,134929,17558,3757,24689,16445,112,9,121,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"147","AUDI",2014-05-27,"2014","5","27","Mardi",0,"Jour Ordinaire",1.3086,402338.832,479983.168,445.05,244.95,3400.45171850462,2022.91625359206,64711,0,0,0,0,10600,0,0,0,0,0,0,0,0,16573,35924,0,0,0,0,0,0,0,82311,453,0,6068,169,0,0,0,0,0,0,0,0,134929,15751,3363,21743,14730,72,13,85,0.402739726027397,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148","AUDI",2014-05-28,"2014","5","28","Mercredi",1,"Asscention",1.3086,376746.288,449451.712,395.385,217.615,1041.95050648655,619.852534161854,64711,0,20700,0,0,13750,0,0,0,0,0,0,0,0,16573,35924,2424,370885,0,5093,0,132700,652,106881,603,0,6068,2718,428410,0,0,0,0,0,0,0,134929,15171,3360,20741,14168,68,16,84,0.405479452054795,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"149","AUDI",2014-05-29,"2014","5","29","Jeudi",0,"Jour Ordinaire",1.3086,401506.176,478989.824,488.265,268.735,928.396144611089,552.299460829244,64711,1483,0,0,0,11370,0,0,0,0,0,0,0,0,16573,35924,4165,0,0,0,0,18800,57,127074,631,0,6068,0,0,0,0,0,0,0,0,0,134929,16229,3584,21465,14601,16,5,21,0.408219178082192,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"150","AUDI",2014-05-30,"2014","5","30","Vendredi",0,"Jour Ordinaire",1.3086,371344.512,443007.488,436.02,239.98,864.575675653652,514.332897956638,64711,38527,0,0,0,12710,0,0,0,0,0,0,0,0,16573,35924,0,25234,0,0,0,51500,245,110431,543,0,6068,2700,222659,0,0,0,0,0,0,0,134929,16005,3552,21044,14580,25,7,32,0.410958904109589,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"151","AUDI",2014-05-31,"2014","5","31","Samedi",0,"Jour Ordinaire",1.3086,248177.088,296070.912,363.135,199.865,667.998166678088,397.389658964796,64711,0,7600,0,0,8570,0,0,0,0,0,0,0,0,16573,35924,2849,158800,0,0,0,170600,835,59583,298,0,6068,32344,14600,0,0,0,0,0,0,0,134929,14763,3235,19515,13346,28,2,30,0.413698630136986,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"152","AUDI",2014-06-01,"2014","6","1","Dimanche",1,"Jour Ordinaire",1.2981,225888.72,269481.28,318.63,175.37,648.49627712553,385.78805640801,47557,0,0,0,0,2240,0,0,0,0,0,0,0,0,13621,63228,0,106850,0,0,1098,30300,154,30370,172,0,19003,80985,14700,0,0,1098,0,0,0,0,14858,16167,3261,21701,14775,25,2,27,0.416438356164384,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"153","AUDI",2014-06-02,"2014","6","2","Lundi",0,"Jour Ordinaire",1.2981,441318.624,526485.376,535.35,294.65,1300.19134556467,773.479062034483,47557,0,0,0,0,11121,0,0,0,0,0,0,0,0,13621,63228,3480,0,0,0,264418,0,0,0,0,0,19003,113,0,0,0,264418,0,0,0,0,14858,15932,3416,22047,15400,36,16,52,0.419178082191781,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"154","AUDI",2014-06-03,"2014","6","3","Mardi",0,"Jour Ordinaire",1.2981,1329038.448,1585519.552,8225.685,4527.315,3124.20293889422,1858.57686795461,47557,788620,0,0,0,49476,0,0,0,0,0,0,0,0,13621,63228,1764,0,0,0,207188,0,0,0,0,0,19003,113,56800,0,0,207188,0,0,0,0,14858,16094,3680,24548,16325,61,6,67,0.421917808219178,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"155","AUDI",2014-06-04,"2014","6","4","Mercredi",0,"Jour Ordinaire",1.2981,7363862.376,8784958.624,78791.91,43366.09,18708.4645400346,11129.5969273252,47557,0,0,0,0,55272,0,0,0,0,0,0,0,0,13621,63228,47424,0,0,0,246166,0,0,0,0,0,19003,113,0,0,0,246166,0,0,0,0,14858,17270,4079,72573,18040,138,13,151,0.424657534246575,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"156","AUDI",2014-06-05,"2014","6","5","Jeudi",0,"Jour Ordinaire",1.2981,501200.544,597923.456,4803.315,2643.685,1306.37284131749,777.156411182493,47557,0,0,0,0,51266,0,0,0,0,0,0,0,0,13621,63228,1786,11168,0,0,11562,0,0,0,0,0,19003,0,302600,0,0,11562,0,0,0,0,14858,13993,3231,21126,14304,97,16,113,0.427397260273973,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"157","AUDI",2014-06-06,"2014","6","6","Vendredi",0,"Jour Ordinaire",1.2981,847476.456,1011024.544,5021.325,2763.675,1994.30667721709,1186.40572663792,47557,793260,110650,158000,0,53933,0,0,0,0,0,0,0,0,13621,63228,3126,122200,0,0,11562,0,0,0,0,0,19003,113,232050,0,0,11562,0,0,0,0,14858,13794,3050,19321,13083,68,18,86,0.43013698630137,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"158","AUDI",2014-06-07,"2014","6","7","Samedi",0,"Jour Ordinaire",1.2981,769923.624,918505.376,5195.475,2859.525,1879.47579666226,1118.09325702555,47557,0,0,0,0,13540,0,0,0,0,0,0,0,0,13621,63228,25949,0,0,0,77390,0,0,0,0,0,19003,30353,0,0,0,77390,0,0,0,0,14858,13573,3096,18924,12680,29,8,37,0.432876712328767,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"159","AUDI",2014-06-08,"2014","6","8","Dimanche",1,"Pentecôte",1.2984,747988.656,892337.344,5250.3,2889.7,1869.90132450993,1112.3974386638,47557,0,0,0,0,4720,0,0,0,0,0,0,0,0,27241,63228,0,0,0,0,62596,0,0,0,0,310,19003,0,3804,0,0,62596,0,0,0,0,329098,14008,3214,19321,12854,17,14,31,0.435616438356164,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"160","AUDI",2014-06-09,"2014","6","9","Lundi",0,"Jour Ordinaire",1.2984,726387.48,866567.52,5099.37,2806.63,2201.48610165785,1309.65600624941,47557,3160,0,0,0,780,0,0,0,0,0,0,0,0,27241,63228,0,0,0,0,77154,0,0,0,0,310,19003,47846,0,0,0,77154,0,0,0,0,329098,15901,3809,22261,14965,92,11,103,0.438356164383562,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"161","AUDI",2014-06-10,"2014","6","10","Mardi",0,"Jour Ordinaire",1.2984,694277.328,828260.672,5158.065,2838.935,2777.08607170929,1652.07831698176,47557,793373,41336,0,0,46585,0,0,0,0,0,0,0,0,27241,63228,4753,73700,0,0,227808,0,0,0,0,310,19003,113,0,0,0,227808,0,0,0,0,329098,15341,3642,21942,15657,84,12,96,0.441095890410959,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"162","AUDI",2014-06-11,"2014","6","11","Mercredi",0,"Jour Ordinaire",1.2984,653228.208,779289.792,5401.875,2973.125,6986.09944819347,4156.00493489022,47557,46233,11500,0,0,57824,0,0,0,0,0,0,0,0,27241,63228,2424,89000,0,0,246393,0,0,0,0,310,19003,50474,193300,0,0,246393,0,0,0,0,329098,15199,3510,22017,15786,125,13,138,0.443835616438356,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"163","AUDI",2014-06-12,"2014","6","12","Jeudi",0,"Jour Ordinaire",1.2984,629882.832,751439.168,7094.355,3904.645,5349.48431859366,3182.38859782366,47557,411520,68020,0,0,51817,0,0,0,0,0,0,0,0,27241,63228,5875,104700,0,0,225898,0,0,0,0,310,19003,132,13485,0,0,225898,0,0,0,0,329098,13961,3347,20420,14725,107,20,127,0.446575342465753,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"164","AUDI",2014-06-13,"2014","6","13","Vendredi",0,"Jour Ordinaire",1.2984,620376.6,740098.4,5484.435,3018.565,4617.65155377958,2747.02397058977,47557,1246390,49220,0,0,52488,0,0,0,0,0,0,0,0,27241,63228,3624,0,0,0,23255,0,0,0,0,310,19003,106428,47190,0,0,23255,0,0,0,0,329098,14075,3413,21155,15162,83,10,93,0.449315068493151,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"165","AUDI",2014-06-14,"2014","6","14","Samedi",0,"Jour Ordinaire",1.2984,630295.968,751932.032,5008.425,2756.575,2512.49731547643,1494.6754364796,47557,375020,0,0,41000,24507,0,0,0,0,0,0,0,0,27241,63228,24038,168000,0,0,99646,0,0,0,0,310,19003,109506,78400,0,0,99646,0,0,0,0,329098,15463,3818,22604,16069,59,27,86,0.452054794520548,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"166","AUDI",2014-06-15,"2014","6","15","Dimanche",1,"Jour Ordinaire",1.3174,604525.128,721187.872,4885.875,2689.125,1574.7038831252,936.785563645454,47557,94000,0,0,0,3010,0,0,0,0,0,0,0,0,18876,63228,13793,0,0,0,79130,0,0,0,0,610,19003,31111,0,0,0,79130,0,0,0,0,101228,18225,4117,25885,18331,34,21,55,0.454794520547945,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"167","AUDI",2014-06-16,"2014","6","16","Lundi",0,"Jour Ordinaire",1.3174,486914.976,580881.024,4475.655,2463.345,3091.92622319713,1839.37556818585,47557,678020,0,0,0,5589,0,0,0,0,0,0,0,0,18876,63228,0,0,0,0,260743,0,0,0,0,610,19003,48890,0,0,0,260743,0,0,0,0,101228,16287,3793,23646,17123,105,16,121,0.457534246575342,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"168","AUDI",2014-06-17,"2014","6","17","Mardi",0,"Jour Ordinaire",1.3174,498316.8,594483.2,4764.615,2622.385,6878.19854703755,4091.81508460128,47557,244143,0,0,0,9888,0,0,0,0,0,0,0,0,18876,63228,0,0,0,0,244772,0,0,0,0,610,19003,6791,0,0,0,244772,0,0,0,0,101228,14666,3348,20906,15128,145,17,162,0.46027397260274,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"169","AUDI",2014-06-18,"2014","6","18","Mercredi",0,"Jour Ordinaire",1.3174,486033.984,579830.016,4738.815,2608.185,4421.79773358573,2630.51125139948,47557,46233,11500,0,0,7280,0,0,0,0,0,0,0,0,18876,63228,2424,225560,0,0,245735,0,0,0,0,610,19003,5454,30000,0,0,245735,0,0,0,0,101228,15307,3515,21022,15685,142,24,166,0.463013698630137,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"170","AUDI",2014-06-19,"2014","6","19","Jeudi",0,"Jour Ordinaire",1.3174,467319.288,557503.712,5176.77,2849.23,3737.58415040323,2223.4751006386,47557,1413,75200,0,0,16436,0,0,0,0,0,0,0,0,18876,63228,0,510060,0,0,33275,0,0,0,0,610,19003,2310,163685,0,0,33275,0,0,0,0,101228,14376,3349,20032,14832,90,14,104,0.465753424657534,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"171","AUDI",2014-06-20,"2014","6","20","Vendredi",0,"Jour Ordinaire",1.3174,469808.136,560472.864,4890.39,2691.61,3947.41765367752,2348.3042820123,47557,58893,0,0,0,19406,0,0,0,0,0,0,0,0,18876,63228,0,270200,0,0,21279,0,0,0,0,610,19003,3993,48800,0,0,21279,0,0,0,0,101228,13131,3009,18166,13582,111,19,130,0.468493150684932,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"172","AUDI",2014-06-21,"2014","6","21","Samedi",0,"Jour Ordinaire",1.3174,481589.352,574527.648,5303.835,2919.165,1971.27589557551,1172.70479912227,47557,1188,0,0,0,3490,0,0,0,0,0,0,0,0,18876,63228,2849,0,0,0,14722,0,0,0,0,610,19003,24140,94200,0,0,14722,0,0,0,0,101228,12931,3049,17901,13099,67,20,87,0.471232876712329,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"173","AUDI",2014-06-22,"2014","6","22","Dimanche",1,"Jour Ordinaire",1.3255,455649.792,543582.208,5615.37,3090.63,1021.38134529524,607.616015622205,47557,0,0,0,0,4160,0,0,0,0,0,0,0,0,97180,63228,0,0,0,0,1098,0,0,0,0,364,19003,22889,0,0,0,1098,0,0,0,0,1171,14035,3256,19249,14891,26,18,44,0.473972602739726,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"174","AUDI",2014-06-23,"2014","6","23","Lundi",0,"Jour Ordinaire",1.3255,18430.152,21986.848,4584.015,2522.985,1795.52851425593,1068.15332666262,47557,0,0,0,0,17630,0,0,0,0,0,0,0,0,97180,63228,743,0,0,0,22242,0,0,0,0,364,19003,113,0,0,0,22242,0,0,0,0,1171,15803,3408,20454,17314,118,21,139,0.476712328767123,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"175","AUDI",2014-06-24,"2014","6","24","Mardi",0,"Jour Ordinaire",1.3255,224714.064,268079.936,7317.525,4027.475,3218.4419362034,1914.63930176056,47557,0,0,0,0,20860,0,0,0,0,0,0,0,0,97180,63228,0,0,0,0,22372,0,0,0,0,364,19003,113,0,0,0,22372,0,0,0,0,1171,14282,3144,18475,15635,187,22,209,0.479452054794521,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"176","AUDI",2014-06-25,"2014","6","25","Mercredi",0,"Jour Ordinaire",1.3255,594183.048,708849.952,6845.385,3767.615,4461.24941517299,2653.98091205666,47557,0,0,0,0,36125,0,0,0,0,0,0,0,0,97180,63228,2424,291200,0,0,22762,0,0,0,0,364,19003,113,89000,0,0,22762,0,0,0,0,1171,14129,3015,13269,11056,130,30,160,0.482191780821918,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"177","AUDI",2014-06-26,"2014","6","26","Jeudi",0,"Jour Ordinaire",1.3255,577172.424,688556.576,3321.75,1828.25,4154.73657133166,2471.63754562474,47557,1695,0,0,0,31535,0,0,0,0,0,0,0,0,97180,63228,23669,333465,0,0,23032,0,0,0,0,364,19003,16010,103350,0,0,23032,0,0,0,0,1171,13958,3143,16402,13741,118,13,131,0.484931506849315,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"178","AUDI",2014-06-27,"2014","6","27","Vendredi",0,"Jour Ordinaire",1.3255,596079.096,711111.904,3622.32,1993.68,6472.44753636425,3850.43529675258,47557,46233,0,0,0,32585,0,0,0,0,0,0,0,0,97180,63228,0,87100,0,0,15320,0,0,0,0,364,19003,4828,127200,0,0,15320,0,0,0,0,1171,14307,3286,16291,13695,162,17,179,0.487671232876712,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"179","AUDI",2014-06-28,"2014","6","28","Samedi",0,"Jour Ordinaire",1.3255,592094.112,706357.888,6113.955,3365.045,3561.40002788278,2118.66381244064,47557,21896,0,0,0,13955,0,0,0,0,0,0,0,0,97180,63228,2849,74700,0,0,9330,0,0,0,0,364,19003,19354,94200,0,0,9330,0,0,0,0,1171,15395,3560,18609,14322,79,9,88,0.49041095890411,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"180","AUDI",2014-06-29,"2014","6","29","Dimanche",1,"Jour Ordinaire",1.3173,614433.096,733007.904,6082.35,3347.65,1214.92265549126,722.75303109767,47557,50463,0,0,0,2850,0,0,0,0,0,0,0,0,117678,63228,0,0,0,0,1098,0,0,0,0,0,19003,0,0,0,0,1098,0,0,0,0,600,16938,4027,21071,16376,54,12,66,0.493150684931507,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"181","AUDI",2014-06-30,"2014","6","30","Lundi",0,"Jour Ordinaire",1.3173,556583.112,663993.888,4947.15,2722.85,4462.43063217849,2654.68361372022,47557,14994,6001,0,0,9880,0,0,0,0,0,0,0,0,117678,63228,16915,45075,0,0,11562,0,0,0,0,0,19003,113,15800,0,0,11562,0,0,0,0,600,15405,3476,20570,14428,170,12,182,0.495890410958904,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"182","AUDI",2014-07-01,"2014","7","1","Mardi",0,"Jour Ordinaire",1.3173,587427.408,700790.592,4232.49,2329.51,7711.60406837931,4587.60497209806,29354,1800,0,0,0,25930,0,0,0,0,0,0,0,0,117678,6167,0,0,0,0,0,0,0,0,0,0,60959,113,20447,0,0,0,0,0,0,0,600,14071,3060,17786,13203,155,17,172,0.498630136986301,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"183","AUDI",2014-07-02,"2014","7","2","Mercredi",0,"Jour Ordinaire",1.3173,572109.912,682517.088,3424.305,1884.695,2244.07422552217,1334.99152491191,29354,0,4200,0,0,39690,0,0,0,0,0,0,0,0,117678,6167,2424,78000,0,0,0,0,0,0,0,0,60959,21193,0,0,0,0,0,0,0,0,600,14433,3275,17393,13091,114,13,127,0.501369863013699,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"184","AUDI",2014-07-03,"2014","7","3","Jeudi",0,"Jour Ordinaire",1.3173,564969.864,673999.136,3015.375,1659.625,1295.31519896742,770.578260310762,29354,0,0,0,0,43720,0,0,0,0,0,0,0,0,117678,6167,47300,40200,0,0,0,0,0,0,0,0,60959,2190,0,0,0,0,0,0,0,0,600,13618,3008,16841,11854,120,5,125,0.504109589041096,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"185","AUDI",2014-07-04,"2014","7","4","Vendredi",0,"Jour Ordinaire",1.3173,562241.16,670743.84,5007.78,2756.22,1665.80786729246,990.982989633312,29354,46233,11100,0,0,40580,0,0,0,0,0,0,0,0,117678,6167,21668,6800,0,0,0,0,0,0,0,0,60959,25367,20150,0,0,0,0,0,0,0,600,13581,3048,16888,11612,107,28,135,0.506849315068493,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"186","AUDI",2014-07-05,"2014","7","5","Samedi",0,"Jour Ordinaire",1.3173,556863.096,664327.904,5209.665,2867.335,1541.85140992998,917.241747853082,29354,28300,0,0,0,21100,0,0,0,0,0,0,0,0,117678,6167,26530,0,0,0,6650,0,0,0,0,0,60959,2366,0,0,0,6650,0,0,0,0,600,14664,3393,18169,12300,30,4,34,0.50958904109589,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"187","AUDI",2014-07-06,"2014","7","6","Dimanche",1,"Jour Ordinaire",1.2976,562496.976,671049.024,4785.255,2633.745,977.573302779804,581.554771829134,29354,23868,0,0,0,5030,0,0,0,0,0,0,0,0,29530,6167,57914,0,0,0,4350,0,0,0,0,0,60959,0,0,0,0,4350,0,0,0,0,875,19088,4412,22442,15568,17,5,22,0.512328767123288,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"188","AUDI",2014-07-07,"2014","7","7","Lundi",0,"Jour Ordinaire",1.2976,558427.632,666194.368,3857.745,2123.255,2468.25077027995,1468.35332905012,29354,22496,0,0,0,5300,0,0,0,0,0,0,0,0,29530,6167,16915,0,0,0,8700,0,0,0,0,0,60959,113,0,0,0,8700,0,0,0,0,875,17580,3916,21848,15102,126,7,133,0.515068493150685,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"189","AUDI",2014-07-08,"2014","7","8","Mardi",0,"Jour Ordinaire",1.2976,174090.312,207686.688,6526.755,3592.245,973.202689166107,578.9547098229,29354,0,0,0,0,4680,0,0,0,0,0,0,0,0,29530,6167,0,0,0,0,8900,0,0,0,0,0,60959,113,0,0,0,8900,0,0,0,0,875,15819,3447,19962,13984,81,22,103,0.517808219178082,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190","AUDI",2014-07-09,"2014","7","9","Mercredi",0,"Jour Ordinaire",1.2976,281788.392,336168.608,8103.135,4459.865,1784.35484914145,1061.50615427394,29354,0,0,0,0,6060,0,0,0,0,0,0,0,0,29530,6167,96924,0,0,0,6100,0,0,0,0,0,60959,35762,0,0,0,6100,0,0,0,0,875,15004,3333,18906,13151,81,7,88,0.520547945205479,0,0,0,0,0,0,0,0,0,0,0,0,0,0
